listing_id,source_name,source_url,collection_date,requested_parish,address_or_area_text,property_type,property_subtype,monthly_rent_eur,area_m2,source_rent_eur_m2_month,latitude,longitude,listing_status,parish,parish_assignment_method,requested_parish_match,calculated_rent_eur_m2_month,rent_value_difference,valid_for_analysis,building_key,duplicate_key,verification_note
idealista_35135624,idealista,https://www.idealista.pt/en/imovel/35135624/?utm_medium=generativeAI&utm_campaign=appChatgpt&utm_creation=link&utm_source=idGpt&utm_project=leadGeneration&utm_link=inChat_detail,2026-07-30,Arroios,"Office in Casal Ribeiro, 14, Saldanha - Picoas, Arroios",office,,137910,4597,30,38.732,-9.141619,good,Arroios,coordinate_within_official_boundary,True,30.0,0.0,True,Arroios_38.732_-9.1416,Arroios_38.732_-9.1416_4597_137910,Passed automated coordinate and value checks.
idealista_35043365,idealista,https://www.idealista.pt/en/imovel/35043365/?utm_medium=generativeAI&utm_campaign=appChatgpt&utm_creation=link&utm_source=idGpt&utm_project=leadGeneration&utm_link=inChat_detail,2026-07-30,Arroios,"Office in Rua Actor Taborda, 27, Saldanha - Picoas, Arroios",office,,3045,174,18,38.73195,-9.1432051,good,Arroios,coordinate_within_official_boundary,True,17.5,0.5,True,Arroios_38.732_-9.1432,Arroios_38.732_-9.1432_174_3045,Passed automated coordinate and value checks.
idealista_35061571,idealista,https://www.idealista.pt/en/imovel/35061571/?utm_medium=generativeAI&utm_campaign=appChatgpt&utm_creation=link&utm_source=idGpt&utm_project=leadGeneration&utm_link=inChat_detail,2026-07-30,Arroios,"Office in Avenida Defensores de Chaves, 15, Saldanha - Picoas, Arroios",office,,2171,95,23,38.733766,-9.1432536,good,Arroios,coordinate_within_official_boundary,True,22.85,0.14999999999999858,True,Arroios_38.7338_-9.1433,Arroios_38.7338_-9.1433_95_2171,Passed automated coordinate and value checks.
idealista_35061536,idealista,https://www.idealista.pt/en/imovel/35061536/?utm_medium=generativeAI&utm_campaign=appChatgpt&utm_creation=link&utm_source=idGpt&utm_project=leadGeneration&utm_link=inChat_detail,2026-07-30,Arroios,"Office in Avenida Defensores de Chaves, 15, Saldanha - Picoas, Arroios",office,,1780,62,29,38.733766,-9.1432536,good,Arroios,coordinate_within_official_boundary,True,28.71,0.28999999999999915,True,Arroios_38.7338_-9.1433,Arroios_38.7338_-9.1433_62_1780,Passed automated coordinate and value checks.
idealista_34918622,idealista,https://www.idealista.pt/en/imovel/34918622/?utm_medium=generativeAI&utm_campaign=appChatgpt&utm_creation=link&utm_source=idGpt&utm_project=leadGeneration&utm_link=inChat_detail,2026-07-30,Arroios,"Office in Rua Almirante Barroso, 56 a, Saldanha - Picoas, Arroios",office,,9250,749,12,38.7312658,-9.1432001,good,Arroios,coordinate_within_official_boundary,True,12.35,0.34999999999999964,True,Arroios_38.7313_-9.1432,Arroios_38.7313_-9.1432_749_9250,Passed automated coordinate and value checks.
idealista_33779618,idealista,https://www.idealista.pt/en/imovel/33779618/?utm_medium=generativeAI&utm_campaign=appChatgpt&utm_creation=link&utm_source=idGpt&utm_project=leadGeneration&utm_link=inChat_detail,2026-07-30,Arroios,"Office in Avenida Fontes Pereira de Melo, 26, Saldanha - Picoas, Arroios",office,,2000,40,50,38.7300879,-9.1468971,good,Arroios,coordinate_within_official_boundary,True,50.0,0.0,True,Arroios_38.7301_-9.1469,Arroios_38.7301_-9.1469_40_2000,Passed automated coordinate and value checks.
idealista_33779612,idealista,https://www.idealista.pt/en/imovel/33779612/?utm_medium=generativeAI&utm_campaign=appChatgpt&utm_creation=link&utm_source=idGpt&utm_project=leadGeneration&utm_link=inChat_detail,2026-07-30,Arroios,"Office in Avenida Fontes Pereira de Melo, 26, Saldanha - Picoas, Arroios",office,,3000,90,33,38.7300879,-9.1468971,good,Arroios,coordinate_within_official_boundary,True,33.33,0.3299999999999983,True,Arroios_38.7301_-9.1469,Arroios_38.7301_-9.1469_90_3000,Passed automated coordinate and value checks.
idealista_34774556,idealista,https://www.idealista.pt/en/imovel/34774556/?utm_medium=generativeAI&utm_campaign=appChatgpt&utm_creation=link&utm_source=idGpt&utm_project=leadGeneration&utm_link=inChat_detail,2026-07-30,Arroios,"Office with shared spaces in Avenida Duque de Loulé, 12, Saldanha - Picoas, Arroios",office,sharedOffice,2400,2592,1,38.7290597,-9.1442473,good,Arroios,coordinate_within_official_boundary,True,0.93,0.06999999999999995,False,Arroios_38.7291_-9.1442,Arroios_38.7291_-9.1442_2592_2400,Calculated unit rent is outside the plausible analysis range.
idealista_35118329,idealista,https://www.idealista.pt/en/imovel/35118329/?utm_medium=generativeAI&utm_campaign=appChatgpt&utm_creation=link&utm_source=idGpt&utm_project=leadGeneration&utm_link=inChat_detail,2026-07-30,Arroios,"Office in Avenida Almirante Reis, Anjos, Arroios",office,,3500,360,10,38.7262041,-9.1338093,good,Arroios,coordinate_within_official_boundary,True,9.72,0.27999999999999936,True,Arroios_38.7262_-9.1338,Arroios_38.7262_-9.1338_360_3500,Passed automated coordinate and value checks.
idealista_35118317,idealista,https://www.idealista.pt/en/imovel/35118317/?utm_medium=generativeAI&utm_campaign=appChatgpt&utm_creation=link&utm_source=idGpt&utm_project=leadGeneration&utm_link=inChat_detail,2026-07-30,Arroios,"Office in Avenida Almirante Reis, Anjos, Arroios",office,,4600,325,14,38.7260237,-9.1361564,good,Arroios,coordinate_within_official_boundary,True,14.15,0.15000000000000036,True,Arroios_38.726_-9.1362,Arroios_38.726_-9.1362_325_4600,Passed automated coordinate and value checks.
idealista_35100582,idealista,https://www.idealista.pt/en/imovel/35100582/?utm_medium=generativeAI&utm_campaign=appChatgpt&utm_creation=link&utm_source=idGpt&utm_project=leadGeneration&utm_link=inChat_detail,2026-07-30,Arroios,"Private office in Rua Almirante Barroso, 56, Saldanha - Picoas, Arroios",office,privateOffice,9000,749,12,38.7313085,-9.1432725,good,Arroios,coordinate_within_official_boundary,True,12.02,0.019999999999999574,True,Arroios_38.7313_-9.1433,Arroios_38.7313_-9.1433_749_9000,Passed automated coordinate and value checks.
idealista_34374952,idealista,https://www.idealista.pt/en/imovel/34374952/?utm_medium=generativeAI&utm_campaign=appChatgpt&utm_creation=link&utm_source=idGpt&utm_project=leadGeneration&utm_link=inChat_detail,2026-07-30,Arroios,"Office in Anjos, Arroios",office,,18000,838,21,38.7228233,-9.134194,good,Arroios,coordinate_within_official_boundary,True,21.48,0.4800000000000004,True,Arroios_38.7228_-9.1342,Arroios_38.7228_-9.1342_838_18000,Passed automated coordinate and value checks.
idealista_34669542,idealista,https://www.idealista.pt/en/imovel/34669542/?utm_medium=generativeAI&utm_campaign=appChatgpt&utm_creation=link&utm_source=idGpt&utm_project=leadGeneration&utm_link=inChat_detail,2026-07-30,Arroios,"Office in Praça Duque de Saldanha, 1, Saldanha - Picoas, Arroios",office,,10864,388,28,38.7328549,-9.1447072,good,Arroios,coordinate_within_official_boundary,True,28.0,0.0,True,Arroios_38.7329_-9.1447,Arroios_38.7329_-9.1447_388_10864,Passed automated coordinate and value checks.
idealista_34885601,idealista,https://www.idealista.pt/en/imovel/34885601/?utm_medium=generativeAI&utm_campaign=appChatgpt&utm_creation=link&utm_source=idGpt&utm_project=leadGeneration&utm_link=inChat_detail,2026-07-30,Arroios,"Private office in Avenida Almirante Reis, 65, Anjos, Arroios",office,privateOffice,10000,200,50,38.7259284,-9.1351933,good,Arroios,coordinate_within_official_boundary,True,50.0,0.0,True,Arroios_38.7259_-9.1352,Arroios_38.7259_-9.1352_200_10000,Passed automated coordinate and value checks.
idealista_34886405,idealista,https://www.idealista.pt/en/imovel/34886405/?utm_medium=generativeAI&utm_campaign=appChatgpt&utm_creation=link&utm_source=idGpt&utm_project=leadGeneration&utm_link=inChat_detail,2026-07-30,Arroios,"Office with shared spaces in Avenida Almirante Reis, 65, Anjos, Arroios",office,sharedOffice,4000,200,20,38.7259284,-9.1351933,good,Arroios,coordinate_within_official_boundary,True,20.0,0.0,True,Arroios_38.7259_-9.1352,Arroios_38.7259_-9.1352_200_4000,Passed automated coordinate and value checks.
idealista_34886372,idealista,https://www.idealista.pt/en/imovel/34886372/?utm_medium=generativeAI&utm_campaign=appChatgpt&utm_creation=link&utm_source=idGpt&utm_project=leadGeneration&utm_link=inChat_detail,2026-07-30,Arroios,"Office with shared spaces in Avenida Almirante Reis, 65, Anjos, Arroios",office,sharedOffice,6000,200,30,38.7259284,-9.1351933,good,Arroios,coordinate_within_official_boundary,True,30.0,0.0,True,Arroios_38.7259_-9.1352,Arroios_38.7259_-9.1352_200_6000,Passed automated coordinate and value checks.
idealista_33790814,idealista,https://www.idealista.pt/en/imovel/33790814/?utm_medium=generativeAI&utm_campaign=appChatgpt&utm_creation=link&utm_source=idGpt&utm_project=leadGeneration&utm_link=inChat_detail,2026-07-30,Arroios,"Office in Rua Andrade Corvo, Saldanha - Picoas, Arroios",office,,2500,190,13,38.7308782,-9.1459421,good,Arroios,coordinate_within_official_boundary,True,13.16,0.16000000000000014,True,Arroios_38.7309_-9.1459,Arroios_38.7309_-9.1459_190_2500,Passed automated coordinate and value checks.
idealista_35035431,idealista,https://www.idealista.pt/en/imovel/35035431/?utm_medium=generativeAI&utm_campaign=appChatgpt&utm_creation=link&utm_source=idGpt&utm_project=leadGeneration&utm_link=inChat_detail,2026-07-30,Arroios,"Office in Rua do Conde de Redondo, 8, Saldanha - Picoas, Arroios",office,,2800,170,16,38.7278464,-9.1433034,good,Arroios,coordinate_within_official_boundary,True,16.47,0.46999999999999886,True,Arroios_38.7278_-9.1433,Arroios_38.7278_-9.1433_170_2800,Passed automated coordinate and value checks.
idealista_34922564,idealista,https://www.idealista.pt/en/imovel/34922564/?utm_medium=generativeAI&utm_campaign=appChatgpt&utm_creation=link&utm_source=idGpt&utm_project=leadGeneration&utm_link=inChat_detail,2026-07-30,Arroios,"Private office in Rua do Viriato, 13, Pena, Arroios",office,privateOffice,121150,4846,25,38.7222524,-9.1393366,good,Arroios,coordinate_within_official_boundary,True,25.0,0.0,True,Arroios_38.7223_-9.1393,Arroios_38.7223_-9.1393_4846_121150,Passed automated coordinate and value checks.
